地區,項目,欄位名稱,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_民意代表、主管及經理人員,24,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_專業人員,70,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_技術員及助理專業人員,149,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_事務支援人員,167,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_服務及銷售人員,59,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_農、林、漁、牧業生產人員,4,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_技藝有關工作人員,22,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_機械設備操作及組裝人員,31,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-新登記(單位:人),女_基礎技術工及勞力工,161,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_民意代表、主管及經理人員,41,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_專業人員,373,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_技術員及助理專業人員,344,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_事務支援人員,132,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_服務及銷售人員,123,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_農、林、漁、牧業生產人員,10,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_技藝有關工作人員,88,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_機械設備操作及組裝人員,200,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),男_基礎技術工及勞力工,343,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_民意代表、主管及經理人員,28,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_專業人員,129,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_技術員及助理專業人員,293,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_事務支援人員,366,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_服務及銷售人員,131,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_農、林、漁、牧業生產人員,8,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_技藝有關工作人員,45,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_機械設備操作及組裝人員,68,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職人數-有效(單位:人),女_基礎技術工及勞力工,334,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),民意代表、主管及經理人員,37,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),專業人員,154,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),技術員及助理專業人員,482,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),事務支援人員,71,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),服務及銷售人員,430,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),農、林、漁、牧業生產人員,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),技藝有關工作人員,173,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),機械設備操作及組裝人員,605,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-新登記(單位:人),基礎技術工及勞力工,770,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),民意代表、主管及經理人員,55,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),專業人員,235,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),技術員及助理專業人員,721,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),事務支援人員,91,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),服務及銷售人員,737,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),農、林、漁、牧業生產人員,6,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),技藝有關工作人員,236,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),機械設備操作及組裝人員,778,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才人數-有效(單位:人),基礎技術工及勞力工,1184,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_民意代表、主管及經理人員,20,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_專業人員,67,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_技術員及助理專業人員,41,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_事務支援人員,17,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_服務及銷售人員,11,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_農、林、漁、牧業生產人員,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_技藝有關工作人員,10,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_機械設備操作及組裝人員,23,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),男_基礎技術工及勞力工,48,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_民意代表、主管及經理人員,13,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_專業人員,26,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_技術員及助理專業人員,41,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_事務支援人員,39,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_服務及銷售人員,29,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_農、林、漁、牧業生產人員,2,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_技藝有關工作人員,4,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_機械設備操作及組裝人員,6,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-新登記(單位:人),女_基礎技術工及勞力工,44,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_民意代表、主管及經理人員,22,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_專業人員,120,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_技術員及助理專業人員,103,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_事務支援人員,34,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_服務及銷售人員,32,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_農、林、漁、牧業生產人員,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_技藝有關工作人員,18,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_機械設備操作及組裝人員,55,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),男_基礎技術工及勞力工,93,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_民意代表、主管及經理人員,14,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_專業人員,35,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_技術員及助理專業人員,84,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_事務支援人員,84,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_服務及銷售人員,44,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_農、林、漁、牧業生產人員,2,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_技藝有關工作人員,9,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_機械設備操作及組裝人員,14,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求職推介就業人數-有效(單位:人),女_基礎技術工及勞力工,86,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),民意代表、主管及經理人員,1,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),專業人員,13,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),技術員及助理專業人員,24,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),事務支援人員,11,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),服務及銷售人員,24,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),農、林、漁、牧業生產人員,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),技藝有關工作人員,20,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),機械設備操作及組裝人員,35,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-新登記(單位:人),基礎技術工及勞力工,46,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),現役軍人,0,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),民意代表、主管及經理人員,1,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),專業人員,35,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),技術員及助理專業人員,46,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),事務支援人員,17,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),服務及銷售人員,47,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),農、林、漁、牧業生產人員,2,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),技藝有關工作人員,30,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),機械設備操作及組裝人員,54,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,就業服務之求職、求才及推介就業人數-按職業分-求才僱用人數-有效(單位:人),基礎技術工及勞力工,106,2015-01-01T00:00:00,月,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
